x,y,Date,index,cluster,Tenure,tenure,Topics
0.90010613,7.535999,2006,MSS265,C2,3,MS_Year_3,"The central theme of the text is bravery, and the author is exploring how it can be shown in many different ways."
4.9509363,7.0019574,2006,MSS266,C3,3,MS_Year_3,The central theme of the text is the developing economic and commercial relationship between Saudi Arabia and India.
1.6271219,9.501911,2006,MSS267,C1,3,MS_Year_3,The central theme of the text is the importance of ensuring access to safe drinking water and proper sanitation for the millions of people living in rural India.
0.9474552,8.771517,2006,MSS268,C0,3,MS_Year_3,The central theme and subject that the author is exploring is the initiatives taken by the government to transform the face of India and improve the quality of life of its people.
1.1978921,9.919176,2006,MSS269,C0,3,MS_Year_3,The central theme of the author is exploring is the National Rural Employment Guarantee Act and its potential to empower the rural poor.
1.6341151,6.123535,2006,MSS270,C2,3,MS_Year_3,The author is exploring the development of infrastructure in Tamil Nadu and the associated benefits for the people of the state.
1.6172501,6.127619,2006,MSS271,C2,3,MS_Year_3,The author discusses the government's commitment to the development of Tamil Nadu and the infrastructure projects that are underway to improve the state's economy.
1.6768134,6.2876077,2006,MSS272,C2,3,MS_Year_3,The author is exploring the central theme of the government's commitment to the development of Tamil Nadu and the importance of Neyveli Lignite Corporation in this effort.
2.069859,8.374179,2006,MSS273,C2,3,MS_Year_3,The central theme and subject that the author is exploring is the foreign policy of India.
0.6441328,9.571469,2006,MSS274,C0,3,MS_Year_3,The author is exploring the central theme and subject of foreign policy and economic policy in India.
3.853016,6.4406986,2006,MSS275,C3,3,MS_Year_3,"The central theme of the author is that the issue with Iran's nuclear program should be resolved through diplomacy and dialogue, and that India should continue to nurture its bilateral ties with Iran."
5.340637,7.430279,2006,MSS276,C3,3,MS_Year_3,The central theme of the author is exploring is the strategic partnership between India and France.
0.216385,9.845892,2006,MSS277,C0,3,MS_Year_3,The central theme of the text is the government's commitment to improving the quality of life for all citizens of India. The subject matter explored includes the various initiatives taken by the government to improve the economy and infrastructure of the country.
0.0777284,7.054308,2006,MSS278,C2,3,MS_Year_3,"The central theme of the text is the need for a long-term process of reconciliation and unity in Jammu and Kashmir, with a focus on the empowerment of the people and the development of the state."
0.2804279,7.077756,2006,MSS279,C2,3,MS_Year_3,The central theme and subject that the author is exploring is the idea of a comprehensive security plan for the state of Jammu and Kashmir that includes good governance and the active participation of the people in the process.
3.4807332,6.091659,2006,MSS280,C3,3,MS_Year_3,"The author is exploring the central theme of the need for India to gain access to nuclear material, equipment, and technology in order to meet its energy needs."
3.4415812,6.1107626,2006,MSS281,C3,3,MS_Year_3,"The author is exploring the central theme of the need for India to find a solution to its energy deficit, and the subject of the possible steps that the government could take to achieve this."
3.5590963,8.356942,2006,MSS282,C3,3,MS_Year_3,"The central theme that the author is exploring is the close relationship between the United States and India, and the two countries' commitment to democracy, human rights, and freedom."
4.0457435,8.551575,2006,MSS283,C3,3,MS_Year_3,The central theme of the author is exploring is the cooperation between the private sector of the two countries.
3.6179478,6.8062544,2006,MSS284,C3,3,MS_Year_3,"The central theme that the author is exploring is the cordial and productive relationship between President Bush and India, including the progress made on the implementation of the July 18, 2005 Joint Statement."
3.6499116,6.396395,2006,MSS285,C3,3,MS_Year_3,"The central theme and subject that the author is exploring is the position of the government on the issue of the Iran nuclear programme, and the importance of maintaining a dialogue with Iran."
4.6539764,7.914586,2006,MSS286,C3,3,MS_Year_3,"The author is exploring the central theme and subject of the Prime Minister's visit to India, and the bilateral relations between the two countries."
2.2601807,8.282205,2006,MSS287,C2,3,MS_Year_3,The central theme that the author is exploring is the importance of cultural diversity in society and the need to preserve traditional art forms and cultural traditions.
3.4726477,6.0758276,2006,MSS288,C3,3,MS_Year_3,"The central theme of the author is exploring is the expansion of the ties between the two countries in the field of agriculture, economic trade cooperation, energy security, clean environment, strengthening innovation, and knowledge economy."
-1.0204324,9.091688,2006,MSS289,C0,3,MS_Year_3,"The central theme of the text is judicial reform, and the author is exploring the need for effective mechanisms to implement resolutions and suggestions emanating from conferences like this one."
3.4448733,6.153412,2006,MSS290,C3,3,MS_Year_3,"The central theme of the text is the agreement between India and the United States for civilian nuclear cooperation, and the subject is energy security."
5.271408,6.9329133,2006,MSS291,C3,3,MS_Year_3,"The central theme of the text is the deepening of the strategic partnership between India and Russia, with a focus on increasing trade and cooperation in areas such as energy and information technology."
2.778413,7.6920185,2006,MSS292,C2,3,MS_Year_3,"The author is exploring the potential of the MCA 21 initiative to reduce the procedural difficulty, delay, and cost associated with applying for and filing information with the Registrar of Companies."
2.8007185,8.3221655,2006,MSS293,C1,3,MS_Year_3,"The author is exploring the central theme and subject of the conference, which is the importance of India in the global economy."
1.9434558,6.379299,2006,MSS294,C2,3,MS_Year_3,The author is exploring the central theme of energy conservation and the subject of social concern for the needy.
3.4384925,10.444831,2006,MSS295,C1,3,MS_Year_3,The author is exploring the role of the Reserve Bank of India in promoting monetary and financial stability in India.
1.9913392,8.908197,2006,MSS296,C1,3,MS_Year_3,"The author is exploring the need for public-private partnerships to boost research and development capability in India, and the potential for the Bharti School of Telecommunication Technology and Management to make a mark in this direction."
3.0182385,7.9934697,2006,MSS297,C2,3,MS_Year_3,"The central theme that the author is exploring is the relationship between India and Bangladesh, and the subject is the bilateral dialogue between the two countries."
1.3452756,6.192949,2006,MSS298,C2,3,MS_Year_3,"The central theme that the author is exploring is the importance of the bus service between Amritsar and Nankana Sahib, and the subject is the history and culture of the Sikh community."
2.0372345,8.610532,2006,MSS299,C1,3,MS_Year_3,The central theme that the author is exploring is the need for a balance between populism and regulation in order to create a successful modern liberal democracy.
2.586621,9.598369,2006,MSS300,C1,3,MS_Year_3,The author is exploring the idea of public-private partnership in the health sector to improve the quality of life for citizens in India.
0.436301,9.591916,2006,MSS302,C0,3,MS_Year_3,"The author is exploring the central theme and subject of Abhishek's book, which is focused on the issues of governance and public policy."
1.5749143,6.179468,2006,MSS303,C2,3,MS_Year_3,The author is exploring the central theme of infrastructure development in the state of Haryana and the subject of road development in particular.
-0.81638086,7.2836437,2006,MSS304,C0,3,MS_Year_3,"The author is exploring the central theme and subject of the 21st raising day special protection group day, and congratulating the officers and men of the spg for their dedication and commitment to their work."
4.044664,8.36534,2006,MSS305,C3,3,MS_Year_3,The central theme that the author is exploring is the cooperation between India and Afghanistan.
0.778875,8.311951,2006,MSS306,C0,3,MS_Year_3,The central theme of the author is that the media has an important role to play in democracy and in the process of consensus building.
-0.03707766,7.9188952,2006,MSS307,C0,3,MS_Year_3,"The author is exploring the need for a coordinated response to the problem of Naxalism, which is the biggest internal security challenge facing the country."
1.4094043,8.437125,2006,MSS308,C2,3,MS_Year_3,The central theme that the author is exploring is the role of diplomacy in modern society and how it can be used to effectively resolve problems.
0.6495455,9.930384,2006,MSS309,C0,3,MS_Year_3,The central theme that the author is exploring is the importance of industrialization and economic development in India. The subject that the author is discussing is the role of the Confederation of Indian Industry (CII) in promoting these goals.
1.7787279,8.951405,2006,MSS310,C1,3,MS_Year_3,The central theme of the author's exploration is the role of the civil service in the changing economy and society.
2.483063,8.888624,2006,MSS311,C1,3,MS_Year_3,The author is exploring the central theme of the strategic partnership and the deep rooted cultural and civilizational link between the two countries.
5.449261,7.2609777,2006,MSS312,C3,3,MS_Year_3,"The central theme of the text is the deepening of the strategic partnership between Germany and India, with a focus on cooperation in areas such as trade, investment, science and technology."
5.28103,7.309269,2006,MSS313,C3,3,MS_Year_3,"The central theme and subject that the author is exploring is the bilateral relations between India and Germany, and the commitment of both countries to work together to strengthen their strategic partnership."
5.4709973,7.6769233,2006,MSS314,C3,3,MS_Year_3,"The central theme that the author is exploring is the potential for increased cooperation between India and Germany in a variety of areas, including trade, investment, infrastructure, and knowledge."
5.533911,7.482074,2006,MSS315,C3,3,MS_Year_3,The central theme and subject that the author is exploring is the Indo-German business summit and the potential for closer business and trade relations between the two countries.
5.324235,7.86396,2006,MSS316,C3,3,MS_Year_3,The central theme and subject that the author is exploring is the Indo-German relationship and how it has evolved over the years.
3.038495,8.325004,2006,MSS317,C1,3,MS_Year_3,"The author is exploring the central theme of India's scientific and technological advancements, and the subject of the inauguration of the India-Uzbekistan Centre for Information Technology."
3.7420967,7.772042,2006,MSS318,C3,3,MS_Year_3,"The central theme and subject that the author is exploring is the deep appreciation for the government and friendly people of Uzbekistan, as well as the warm welcome and hospitality extended to the delegation during their visit."
4.7336597,7.0538955,2006,MSS319,C3,3,MS_Year_3,"The central theme that the author is exploring is the relationship between India and Uzbekistan, and the cooperation between the two countries in the fields of oil and natural gas exploration and production."
5.115328,7.03683,2006,MSS320,C3,3,MS_Year_3,"The central theme and subject that the author is exploring is the development of bilateral relations between India and Uzbekistan, with a focus on cooperation in areas such as education, information technology, and agriculture."
3.6687536,7.8931866,2006,MSS321,C3,3,MS_Year_3,"The central theme of the text is the strong relationship between India and Uzbekistan, and the author is exploring the various ways in which this relationship has been beneficial to both countries."
-0.4216317,8.832773,2006,MSS322,C0,3,MS_Year_3,The central theme that the author is exploring is the role of the civil servant in nation building.
1.1855863,7.4569836,2006,MSS323,C2,3,MS_Year_3,The author is exploring the idea that communal harmony and respect for diversity are essential for a civilized society.
3.7444508,10.043193,2006,MSS324,C1,3,MS_Year_3,"The central theme of the text is the role of the Asian Development Bank in promoting economic growth and development in Asia. The subject of the text is the 39th annual general meeting of the bank, which is taking place in Hyderabad, India."
2.5118341,8.535685,2006,MSS325,C1,3,MS_Year_3,"The central theme that the author is exploring is the importance of private sector investment in education in order to produce the finest graduates in science and technology, and to promote excellence in education."
0.809983,8.553378,2006,MSS326,C0,3,MS_Year_3,"The central theme of the text is the importance of social science research in improving the quality of governance in India. The author is particularly concerned with the need for social scientists to pay greater attention to the problems of the unorganized and informal sectors of the economy, as well as the challenges facing the organized sector."
1.5225052,7.7672334,2006,MSS327,C2,3,MS_Year_3,"The central theme that the author is exploring is the celebration of the 150th year of India's first war of independence, and the subject is the innovative approach taken to organize various functions to commemorate this historic event."
1.4930702,7.221901,2006,MSS328,C2,3,MS_Year_3,"The author is exploring the central theme and subject of the life and teachings of Lord Buddha, and how they continue to resonate around the world two and a half millennium later."
3.1110551,6.8158774,2006,MSS329,C2,3,MS_Year_3,The central theme and subject that the author is exploring is the importance of science and technology in the development of a nation.
0.86788756,9.360878,2006,MSS330,C0,3,MS_Year_3,"The author is exploring the idea that the government has made progress in many areas over the past two years, but there is still more work to be done to improve the lives of the people of India."
0.46965352,7.372176,2006,MSS331,C2,3,MS_Year_3,"The author is exploring the idea of building a new Kashmir through a series of round table conferences, in order to bring peace and prosperity to the region."
0.013217538,7.149451,2006,MSS332,C2,3,MS_Year_3,The author is exploring the idea of a working group to address the issues facing Jammu and Kashmir.
1.7577975,8.197579,2006,MSS333,C2,3,MS_Year_3,The central theme that the author is exploring is the value of the Jain manuscript catalogue as a repository of insight and inspiration for pursuing a fulfilling life.
1.7948172,9.2891035,2006,MSS334,C1,3,MS_Year_3,The author is exploring the need for a paradigm shift in the way agricultural research and technology is managed in India.
1.9629431,6.110552,2006,MSS335,C2,3,MS_Year_3,The central theme of the author is exploring is that Mumbai is a great city and that the Mumbai Metro is a great project that will help make the city more livable.
1.4930044,7.650484,2006,MSS336,C2,3,MS_Year_3,"The author is exploring the life and work of Mahatma Basaveshwara, a 12th century social reformer from Karnataka, India."
2.389125,10.201408,2006,MSS337,C1,3,MS_Year_3,The author is exploring the challenges that the banking system in India faces in the new era of competition and globalization.
1.9797993,6.144537,2006,MSS338,C2,3,MS_Year_3,The author is exploring the need for investment in public infrastructure in order to make cities more livable and to improve the quality of life for citizens.
1.9594195,6.096628,2006,MSS339,C2,3,MS_Year_3,The central theme of the author is exploring is the development of a highway in Karnataka.
2.912971,8.640038,2006,MSS340,C1,3,MS_Year_3,"The central theme of the author is exploring is the government's launch of the handloom mark, which is an initiative to help the handloom sector in India."
0.6451898,6.512001,2006,MSS341,C2,3,MS_Year_3,"The central theme of the text is the distress of farmers in Vidarbha, and the subject that the author is exploring is the relief measures that the government is taking to help them."
5.134645,7.6893725,2006,MSS342,C3,3,MS_Year_3,The central theme that the author is exploring is the importance of upgrading bilateral relations between India and Spain for mutual benefit.
2.6796389,8.990363,2006,MSS343,C1,3,MS_Year_3,The central theme and subject that the author is exploring is the need for India to invest in science and technology in order to keep pace with the rest of the world.
0.5702917,7.5468307,2006,MSS344,C2,3,MS_Year_3,"The author is exploring the themes of resilience and resolve in the face of terrorism, and the importance of standing united as a nation."
1.5783279,7.8817654,2006,MSS345,C2,3,MS_Year_3,The central theme that the author is exploring is the importance of patriotism and idealism in the Indian National Movement.
-0.02673235,7.492788,2006,MSS346,C0,3,MS_Year_3,The central theme of the text is the importance of unity in fighting against terrorism.
3.6385887,9.460021,2006,MSS347,C1,3,MS_Year_3,"The central theme that the author is exploring is the importance of the upcoming G8 summit in St. Petersburg, and the expectation that it will provide a useful opportunity for discussion on a number of important global issues."
5.3217697,7.8403964,2006,MSS348,C3,3,MS_Year_3,"The author is exploring the potential for cooperation between the G8 outreach countries on issues of global importance, including energy security, education, and the fight against infectious diseases."
0.87596995,10.199238,2006,MSS350,C0,3,MS_Year_3,The central theme that the author is exploring is the need for India to improve its investment and business climate to compete on the global stage.
0.10664687,8.452327,2006,MSS351,C0,3,MS_Year_3,"The central theme of the text is good governance, and the author is exploring how it is essential for improving public service delivery."
1.5727667,8.333186,2006,MSS352,C2,3,MS_Year_3,The author is exploring the central theme of the importance of education and the subject of the role of civil society in promoting responsible citizenship and voluntarism.
1.7361035,9.822181,2006,MSS353,C1,3,MS_Year_3,The central theme and subject that the author is exploring is the importance of water conservation and management in order to ensure a sustainable and equitable water supply for all.
2.1556332,10.372443,2006,MSS354,C1,3,MS_Year_3,"The central theme of the text is energy security, and the author is exploring the need for an integrated energy policy to address the issue."
0.18966249,6.742722,2006,MSS355,C2,3,MS_Year_3,The central theme and subject that the author is exploring is the current situation in Lebanon and the response of the government of India to the escalating crisis.
0.9488506,10.315081,2006,MSS356,C0,3,MS_Year_3,The central theme and subject that the author is exploring is the progress of Indian businesses and entrepreneurs over the past 15 years.
0.046331644,9.093411,2006,MSS357,C0,3,MS_Year_3,The central theme and subject that the author is exploring is the role of the Indian Law Institute in the development of Indian jurisprudence and the enhancement of the quality of legal service in the country.
0.53254706,6.615438,2006,MSS358,C2,3,MS_Year_3,"The central theme that the author is exploring is the damage caused by the floods in Gujarat, particularly in the city of Surat, and the assistance that is being provided by the government."
0.6475237,6.509575,2006,MSS359,C2,3,MS_Year_3,"The author is exploring the extensive damage caused by the floods in Andhra Pradesh, and the relief efforts being made by the state and central government."
0.4899925,6.7493677,2006,MSS360,C2,3,MS_Year_3,The author is exploring the theme of the devastating floods in Maharashtra and the subject of the relief efforts being made by the government.
1.2801434,8.725783,2006,MSS361,C0,3,MS_Year_3,The central theme that the author is exploring is the history and success of democracy in India.
0.7925924,7.565652,2006,MSS362,C2,3,MS_Year_3,The central theme that the author is exploring is the need for every Indian to work together to build a new India.
3.4636757,6.1263704,2006,MSS364,C3,3,MS_Year_3,The author is exploring the central theme of India's quest for energy security and the risks and uncertainties associated with it.
0.9144873,9.6032715,2006,MSS365,C0,3,MS_Year_3,The author is exploring the issue of labor welfare and the need to create more jobs in the manufacturing sector.
-0.5161618,9.139314,2006,MSS366,C0,3,MS_Year_3,"The central theme of the text is social justice and legal empowerment, and the author is exploring how to make the judicial system more effective and efficient in delivering these rights to the people of India."
0.60814226,9.828168,2006,MSS367,C0,3,MS_Year_3,The central theme and subject that the author is exploring is the welfare of the working class and the effective implementation of labour laws.
0.9016225,7.4764714,2006,MSS368,C2,3,MS_Year_3,"The central theme of the text is the life and work of Rajiv Gandhi, and the author is exploring his commitment to Sadbhavna (humanism, peace, and communal harmony)."
2.2516656,9.376719,2006,MSS369,C1,3,MS_Year_3,The central theme and subject that the author is exploring is the need for elected representatives to play a vital role in educating the people about population policy and reproductive health.
1.0893257,8.344867,2006,MSS370,C0,3,MS_Year_3,"The central theme of the text is the importance of Muslim community leaders taking charge in leading the community in a new direction, with a focus on education."
1.9656137,6.428842,2006,MSS371,C2,3,MS_Year_3,"The author is exploring the potential of the Talcher Super Thermal Power Plant in Orissa to become a major industrial zone in India, and the need for the state government to utilize the funds provided by the central government to maximize the benefit to the people of Orissa."
2.635876,8.930463,2006,MSS372,C1,3,MS_Year_3,"The central theme that the author is exploring is the establishment of the National Institute of Science Education and Research in Bhubaneshwar, and the potential benefits that it could bring to the people of Orissa and India as a whole."
0.19326667,8.802524,2006,MSS373,C0,3,MS_Year_3,The author is exploring the central theme and subject of the need for a revitalized assurance of justice in the legal system and judiciary of India.
0.6282472,8.306363,2006,MSS374,C0,3,MS_Year_3,The central theme of the author's exploration is the empowerment of women and the need for a fundamental change in mindset in order to achieve gender equality.
0.6313259,9.491501,2006,MSS375,C0,3,MS_Year_3,"The author is exploring the central theme of the hard work and dedication of the woman bidi workers in Solapur, and the subject of the construction of the ten thousand houses by the Solapur Historical City Woman Bidi Worker Cooperative Housing Society."
1.3001804,8.778892,2006,MSS377,C0,3,MS_Year_3,The author is exploring the importance of teachers in society and the need for reform in the education system.
-0.35659254,7.6207848,2006,MSS378,C0,3,MS_Year_3,The central theme that the author is exploring is the need for better cooperation between the center and the states to deal with the complex internal security situation.
3.5489383,8.9411125,2006,MSS379,C1,3,MS_Year_3,The author is exploring the central theme of bilateral relations and cooperation between countries.
5.2504206,7.5464125,2006,MSS380,C3,3,MS_Year_3,The central theme of the text is the expansion of bilateral trade and economic relations between India and Brazil.
4.436739,9.110052,2006,MSS381,C3,3,MS_Year_3,"The central theme of the author is exploring is the potential for the IBSA partnership to create a large, expanding economic space."
4.204129,9.149864,2006,MSS382,C3,3,MS_Year_3,The central theme that the author is exploring is the success of the IBSA summit and the cooperation between the three countries.
4.242228,9.149755,2006,MSS383,C3,3,MS_Year_3,The central theme of the author is exploring is the cooperation between the three countries in the IBSA framework.
3.6030922,9.506116,2006,MSS384,C1,3,MS_Year_3,The central theme that the author is exploring is the need for the Non-Aligned Movement (NAM) to take a leading role in addressing global issues in a balanced and equitable manner.
3.5343223,7.1983876,2006,MSS385,C3,3,MS_Year_3,"The central theme that the author is exploring is the cordial and frank exchange of views on various aspects of India-Pakistan relations, and the desire of both leaders to carry forward the dialogue process."
2.1952758,8.69865,2006,MSS386,C1,3,MS_Year_3,The author is exploring the role of science and technology in globalization and the need for a coordinated international effort to address common technological issues.
2.237431,8.71419,2006,MSS387,C1,3,MS_Year_3,The author is exploring the need for high quality science education and research in India.
2.0233517,9.629498,2006,MSS388,C1,3,MS_Year_3,The author is exploring the potential for transforming Punjab's agriculture through the Field Fresh initiative.
1.4015622,6.1167746,2006,MSS389,C2,3,MS_Year_3,The author is exploring the central theme of Punjab's development and the subject of the new initiatives taken by the government to improve the infrastructure and economy of the state.
2.7200785,9.938403,2006,MSS390,C1,3,MS_Year_3,"The central theme of the text is the potential of the northern region of India, and the need for the government, academia, and industry to come together to collaborate on developing a common policy goal for the entire region."
2.3477576,8.11633,2006,MSS391,C2,3,MS_Year_3,"The central theme that the author is exploring is the relationship between India and South Africa, and how they can work together to improve it."
1.4908372,7.633944,2006,MSS392,C2,3,MS_Year_3,The central theme that the author is exploring is the impact that Mahatma Gandhi had on the world.
3.3974488,8.43436,2006,MSS393,C3,3,MS_Year_3,"The central theme that the author is exploring is the relationship between India and South Africa, and the subject is the history of the two countries."
1.5451891,7.309684,2006,MSS394,C2,3,MS_Year_3,The central theme that the author is exploring is the relevance of Gandhi's message of non-violent resistance in today's world.
1.6066554,7.8230314,2006,MSS395,C2,3,MS_Year_3,The author is exploring the central theme and subject of the life and work of Mahatma Gandhi in South Africa.
4.995054,7.9284263,2006,MSS396,C3,3,MS_Year_3,The central theme and subject that the author is exploring is the development of a strategic partnership between India and South Africa.
1.6290864,7.333599,2006,MSS397,C2,3,MS_Year_3,The central theme that the author is exploring is the legacy of Mahatma Gandhi and how his life and work have inspired many people to follow his path of peaceful struggle and service to humanity.
5.5825934,6.947592,2006,MSS398,C3,3,MS_Year_3,"The central theme that the author is exploring is the potential for cooperation between India and South Africa in areas such as trade, investment, and scientific research."
2.7497582,8.427721,2006,MSS399,C1,3,MS_Year_3,"The central theme of the text is the importance of the service sector in the economy, and the need for policy measures to sustain its competitiveness."
1.8021257,6.6145554,2006,MSS400,C2,3,MS_Year_3,The central theme of the author is exploring is the improvement of infrastructure in Mumbai.
0.8671855,10.293795,2006,MSS401,C0,3,MS_Year_3,The author is exploring the idea that the reforms of the last 15 years have been beneficial to the country and that there is much more work to be done in order to improve the quality of life for all Indians.
2.118104,10.026203,2006,MSS402,C1,3,MS_Year_3,"The central theme of the author is the importance of capital markets in the modern economy, and the subject is the role of the regulator in ensuring that the market is safe and efficient."
2.8263323,8.743243,2006,MSS403,C1,3,MS_Year_3,The central theme and subject that the author is exploring is the decline of scientific research in India.
1.5648788,7.977757,2006,MSS404,C2,3,MS_Year_3,The author is exploring the central theme of the bharatiya vidya bhavan and its contribution to human development in the country.
2.1153665,6.786707,2006,MSS405,C2,3,MS_Year_3,"The central theme of the text is the need for India to invest in infrastructure in order to sustain its economic growth. The author is exploring the various options for financing this investment, with a focus on public-private partnerships."
2.0591633,9.571962,2006,MSS406,C1,3,MS_Year_3,The author is exploring the potential of rice to help alleviate poverty and hunger across the globe.
5.5647044,7.50526,2006,MSS407,C3,3,MS_Year_3,"The central theme that the author is exploring is the deepening of relations between the United Kingdom and India, with a focus on trade, investment, science, technology, energy, education, and research."
2.5237293,8.008549,2006,MSS408,C2,3,MS_Year_3,The author is exploring the central theme of the Indian diaspora's success in adapting to and contributing to the United Kingdom.
5.2359204,7.608175,2006,MSS409,C3,3,MS_Year_3,The central theme of the author is exploring is the Indo-British relationship and how it can be improved.
3.7610195,8.728654,2006,MSS410,C3,3,MS_Year_3,"The central theme of the text is the strengthening of the strategic partnership between the UK and India, and the subject is the opportunities for expansion of economic linkages between the two countries."
3.5272129,9.386375,2006,MSS411,C1,3,MS_Year_3,"The author is exploring the theme of inclusive globalisation, and the subject of how universities can play a role in this process."
5.5232778,7.51385,2006,MSS412,C3,3,MS_Year_3,"The central theme of the text is the bilateral relations between India and Finland, and the subject is the meeting between the two prime ministers."
5.4005685,7.543546,2006,MSS413,C3,3,MS_Year_3,The author is exploring the potential for increased trade and investment between India and the European Union.
5.5972276,7.379456,2006,MSS414,C3,3,MS_Year_3,"The central theme of the text is the development of the EU-India strategic partnership, and the subject of the text is the progress made in implementing the joint action plan agreed to at the Sixth EU-India Summit."
5.7036858,7.48457,2006,MSS415,C3,3,MS_Year_3,The central theme of the text is that the European Union and India are working together to address the challenges of globalization.
5.643319,7.4548435,2006,MSS416,C3,3,MS_Year_3,"The central theme of the text is the cooperation between India and the European Union, with a focus on trade and investment."
5.6447515,7.3928165,2006,MSS417,C3,3,MS_Year_3,"The central theme of the text is the EU-India Summit, and the subjects explored include trade, investment, security, and cooperation on disarmament and non-proliferation."
-0.40542316,9.671087,2006,MSS418,C0,3,MS_Year_3,The author is exploring the central theme and subject of the Right to Information Act and its importance in the evolution of Indian democracy.
1.5204952,9.797434,2006,MSS419,C1,3,MS_Year_3,The central theme and subject that the author is exploring is the need to improve the condition of agriculture in order to alleviate rural distress.
2.8140445,7.7110476,2006,MSS420,C2,3,MS_Year_3,"The central theme of the text is the changing nature of security threats faced by India, and the need for the country to adapt its military and security policies accordingly."
1.8190198,10.684999,2006,MSS421,C1,3,MS_Year_3,The author is exploring the need for a fundamental shift in the approach to rural development and agriculture in order to address the various deficits in the sector.
1.9774368,10.986989,2006,MSS422,C1,3,MS_Year_3,The author is exploring the central theme of inclusiveness and the subject of how to achieve it through the 11th Five Year Plan.
2.0863276,6.755619,2006,MSS423,C2,3,MS_Year_3,The author is exploring the potential for economic growth in the state of Uttaranchal.
0.28176314,7.715504,2006,MSS424,C0,3,MS_Year_3,"The central theme and subject that the author is exploring is the importance of police work in maintaining public order and peace, and the need for police officers to be well-trained and dedicated to their work."
1.5252858,6.3634973,2006,MSS425,C2,3,MS_Year_3,The author is exploring the central theme of the importance of the four-laning of the NH 7 highway in Andhra Pradesh and the subject of the rapid growth of the state.
0.9493227,7.785566,2006,MSS426,C2,3,MS_Year_3,"The author is exploring the life and work of Bishwanath Roy, a veteran freedom fighter and accomplished parliamentarian."
1.4574854,7.6876016,2006,MSS427,C2,3,MS_Year_3,The author is exploring the central theme of the importance of national integration and the subject of the role of writers and poets in promoting national integration.
2.4217868,6.453936,2006,MSS428,C2,3,MS_Year_3,The author is exploring the central theme of Kerala's globalisation and its impact on the people of Kerala.
1.4544525,7.789513,2006,MSS429,C2,3,MS_Year_3,The central theme that the author is exploring is the idea of Kerala as a model for development for the rest of India and the world.
1.1394598,8.726003,2006,MSS430,C0,3,MS_Year_3,The central theme of the author is exploring is the need to protect the rights of minority communities and to promote communal harmony in order to strengthen secular democracy in the country.
3.3779588,9.887163,2006,MSS431,C1,3,MS_Year_3,The author is exploring the central theme and subject of the need for a global approach to environmental issues and the importance of finding a consensual means to address common problems.
2.6626658,7.4326496,2006,MSS432,C2,3,MS_Year_3,The author is exploring the success of the Indian automotive industry and the potential for it to become a global manufacturing hub.
0.85025847,8.421589,2006,MSS433,C0,3,MS_Year_3,The central theme that the author is exploring is the potential for growth in the electronics industry in India.
2.9646077,9.060679,2006,MSS434,C1,3,MS_Year_3,"The author is exploring the need for India to focus on global economic trends and developments, and to create internal expertise and understanding of these trends in order to effectively guide policymaking."
1.3688399,9.544796,2006,MSS435,C1,3,MS_Year_3,The central theme that the author is exploring is the realization of basic human rights for all citizens of India.
0.99848247,8.779709,2006,MSS436,C0,3,MS_Year_3,The central theme that the author is exploring is the importance of education and healthcare in improving the quality of life for children.
0.7946233,7.604003,2006,MSS437,C2,3,MS_Year_3,The central theme and subject that the author is exploring is the importance of global cooperation in order to improve human health and well-being.
3.8290148,8.294838,2006,MSS438,C3,3,MS_Year_3,The author is exploring the central theme and subject of the strong relationship between India and Afghanistan and how it has benefited the country.
-0.19863398,8.524139,2006,MSS439,C0,3,MS_Year_3,"The author is exploring the idea that corruption is a cancer that needs to be dealt with through a comprehensive strategy that includes reducing discretionary control, reforming the tax system, modernizing the justice delivery system, and empowering civil society."
2.0384223,9.0274,2006,MSS440,C1,3,MS_Year_3,The author is exploring the concept of a global superpower in the 21st century and how India can become one.
4.0131493,8.332037,2006,MSS441,C3,3,MS_Year_3,The central theme of the text is economic cooperation and reconstruction in Afghanistan.
2.2721407,7.700316,2006,MSS442,C2,3,MS_Year_3,"The central theme that the author is exploring is the relationship between India and Afghanistan, and how they have been working together to build a new Afghanistan."
5.1214705,6.6618185,2006,MSS443,C3,3,MS_Year_3,"The central theme that the author is exploring is the cooperation between India and China, and the subject is the ten pronged strategy that the two countries have agreed upon to intensify their cooperation."
1.4183835,9.767491,2006,MSS444,C1,3,MS_Year_3,"The central theme that the author is exploring is the progress of the panchayati raj system in India, and the potential for it to improve the lives of rural Indians."
-0.3553313,7.669212,2006,MSS445,C0,3,MS_Year_3,"The author is exploring the challenges that the police force faces in a changing world, and the need for police reform in India."
-0.10701126,7.723048,2006,MSS446,C0,3,MS_Year_3,"The central theme and subject that the author is exploring is the relationship between terrorism and development, and how terrorism poses a serious threat to economic stability and growth."
1.3741927,8.011713,2006,MSS447,C2,3,MS_Year_3,The central theme that the author is exploring is the legacy of Lal Bahadur Shastri and how it remains relevant today.
0.7552978,6.810175,2006,MSS448,C2,3,MS_Year_3,"The central theme of the text is disaster management, and the author is exploring the need for an interdisciplinary approach to managing disasters."
0.85028106,6.691534,2006,MSS449,C2,3,MS_Year_3,"The central theme that the author is exploring is the potential for development in the state of Manipur, and the need for the people of Manipur to work together to realize this potential."
